value;areas;bedrooms;spaces;bathrooms
475000.0;112.0;3.0;1.0;4.0
350000.0;250.0;2.0;1.0;3.0
645000.0;150.0;3.0;1.0;3.0
1000000.0;184.0;3.0;3.0;4.0
1300000.0;450.0;4.0;4.0;5.0
245000.0;75.0;2.0;1.0;2.0
800000.0;310.0;4.0;4.0;3.0
1130000.0;300.0;3.0;6.0;5.0
1200000.0;360.0;4.0;4.0;5.0
225000.0;65.0;2.0;1.0;2.0
900000.0;290.0;5.0;5.0;3.0
1000000.0;414.0;5.0;7.0;5.0
475000.0;112.0;3.0;1.0;4.0
1100000.0;280.0;3.0;5.0;3.0
495000.0;90.0;2.0;2.0;3.0
1300000.0;350.0;4.0;4.0;5.0
1400000.0;320.0;5.0;4.0;7.0
890000.0;550.0;4.0;10.0;7.0
700000.0;150.0;3.0;2.0;2.0
360000.0;75.0;2.0;1.0;2.0
1500000.0;400.0;4.0;4.0;5.0
480000.0;95.0;3.0;2.0;3.0
3100000.0;430.0;6.0;4.0;7.0
1200000.0;525.0;3.0;2.0;5.0
1280000.0;320.0;4.0;4.0;3.0
600000.0;320.0;6.0;4.0;5.0
900000.0;360.0;4.0;2.0;4.0
1650000.0;555.0;4.0;6.0;5.0
1500000.0;350.0;4.0;;5.0
630000.0;289.0;6.0;5.0;4.0
230000.0;52.0;2.0;1.0;2.0
1200000.0;286.0;5.0;4.0;2.0
650000.0;120.0;3.0;2.0;2.0
1600000.0;450.0;4.0;6.0;5.0
660000.0;220.0;3.0;1.0;5.0
1400000.0;391.0;4.0;6.0;4.0
1050000.0;240.0;4.0;3.0;4.0
900000.0;650.0;5.0;;3.0
650000.0;200.0;4.0;2.0;3.0
430000.0;80.0;3.0;2.0;2.0
2650000.0;420.0;4.0;4.0;5.0
1100000.0;480.0;3.0;5.0;6.0
650000.0;200.0;3.0;2.0;3.0
190000.0;52.0;2.0;1.0;2.0
286000.0;74.0;3.0;1.0;1.0
950000.0;400.0;3.0;4.0;7.0
650000.0;266.0;4.0;5.0;4.0
850000.0;350.0;3.0;3.0;3.0
530000.0;95.0;3.0;2.0;3.0
800000.0;450.0;5.0;5.0;5.0
320000.0;80.0;2.0;1.0;2.0
299000.0;81.0;3.0;1.0;2.0
430000.0;102.0;3.0;1.0;3.0
250000.0;58.0;1.0;1.0;2.0
750000.0;280.0;3.0;3.0;3.0
500000.0;100.0;2.0;2.0;3.0
1500000.0;390.0;4.0;4.0;5.0
400000.0;150.0;2.0;2.0;1.0
1080000.0;420.0;3.0;4.0;5.0
1260000.0;380.0;3.0;4.0;5.0
800000.0;280.0;4.0;4.0;4.0
1050000.0;480.0;5.0;3.0;6.0
950000.0;450.0;3.0;4.0;4.0
800000.0;200.0;4.0;5.0;1.0
7000000.0;500.0;6.0;6.0;7.0
790000.0;144.0;4.0;4.0;5.0
1170000.0;325.0;3.0;3.0;5.0
550000.0;240.0;3.0;2.0;2.0
1150000.0;240.0;5.0;4.0;5.0
2500000.0;575.0;6.0;5.0;4.0
550000.0;200.0;4.0;2.0;4.0
280000.0;107.0;3.0;1.0;2.0
1850000.0;300.0;4.0;4.0;6.0
2700000.0;390.0;5.0;4.0;7.0
850000.0;300.0;5.0;6.0;3.0
1700000.0;784.0;4.0;4.0;2.0
300000.0;177.0;2.0;1.0;2.0
850000.0;507.0;4.0;7.0;9.0
2800000.0;380.0;5.0;4.0;5.0
550000.0;120.0;4.0;3.0;3.0
320000.0;80.0;2.0;1.0;3.0
850000.0;255.0;4.0;;4.0
1350000.0;650.0;4.0;2.0;6.0
2500000.0;502.0;5.0;5.0;9.0
550000.0;140.0;3.0;1.0;2.0
1500000.0;420.0;4.0;4.0;4.0
550000.0;120.0;3.0;1.0;4.0
1700000.0;280.0;4.0;4.0;6.0
725000.0;197.0;4.0;4.0;3.0
1300000.0;230.0;4.0;5.0;3.0
1600000.0;320.0;4.0;4.0;4.0
650000.0;400.0;4.0;3.0;3.0
500000.0;187.0;2.0;2.0;2.0
500000.0;160.0;4.0;2.0;3.0
4500000.0;460.0;6.0;6.0;6.0
550000.0;250.0;4.0;2.0;2.0
1900000.0;400.0;3.0;5.0;3.0
1250000.0;220.0;3.0;4.0;5.0
380000.0;98.0;3.0;2.0;2.0
1300000.0;420.0;4.0;4.0;3.0
950000.0;260.0;5.0;4.0;5.0
460000.0;110.0;3.0;1.0;3.0
690000.0;140.0;3.0;2.0;4.0
1300000.0;225.0;4.0;5.0;3.0
1700000.0;1000.0;4.0;2.0;4.0
1380000.0;400.0;6.0;5.0;5.0
600000.0;239.0;2.0;2.0;2.0
850000.0;220.0;4.0;3.0;3.0
1800000.0;210.0;4.0;4.0;5.0
1300000.0;390.0;4.0;2.0;4.0
2200000.0;420.0;5.0;4.0;6.0
3500000.0;450.0;5.0;4.0;7.0
470000.0;432.0;2.0;5.0;2.0
1200000.0;300.0;4.0;4.0;3.0
1600000.0;490.0;4.0;4.0;4.0
700000.0;338.0;4.0;5.0;3.0
1200000.0;250.0;4.0;4.0;4.0
300000.0;73.0;2.0;1.0;2.0
650000.0;350.0;4.0;3.0;4.0
1650000.0;400.0;5.0;7.0;4.0
1200000.0;390.0;4.0;4.0;5.0
1600000.0;400.0;5.0;4.0;6.0
420000.0;186.0;3.0;2.0;1.0
1800000.0;340.0;5.0;4.0;8.0
950000.0;400.0;4.0;3.0;5.0
980000.0;380.0;5.0;4.0;5.0
360000.0;183.0;2.0;1.0;1.0
1200000.0;348.0;4.0;4.0;2.0
1666000.0;300.0;3.0;3.0;4.0
1700000.0;340.0;4.0;6.0;5.0
350000.0;74.0;2.0;1.0;2.0
1500000.0;800.0;4.0;3.0;3.0
1300000.0;600.0;6.0;4.0;8.0
880000.0;185.0;4.0;2.0;4.0
770000.0;280.0;4.0;5.0;5.0
230000.0;70.0;2.0;1.0;1.0
1300000.0;300.0;4.0;4.0;3.0
436050.0;135.0;4.0;4.0;2.0
750000.0;300.0;5.0;7.0;4.0
1200000.0;280.0;4.0;3.0;3.0
750000.0;418.0;3.0;4.0;5.0
350000.0;74.0;2.0;1.0;2.0
1900000.0;460.0;5.0;4.0;5.0
1400000.0;450.0;4.0;6.0;4.0
500000.0;120.0;2.0;6.0;3.0
250000.0;74.0;2.0;1.0;2.0
1500000.0;290.0;5.0;4.0;6.0
560000.0;260.0;3.0;1.0;2.0
490000.0;110.0;3.0;1.0;3.0
950000.0;400.0;3.0;4.0;7.0
335000.0;85.0;3.0;2.0;1.0
330000.0;76.0;3.0;1.0;1.0
650000.0;200.0;4.0;3.0;3.0
1100000.0;328.0;3.0;2.0;4.0
530000.0;120.0;3.0;3.0;2.0
795000.0;540.0;6.0;4.0;1.0
8000000.0;400.0;4.0;6.0;6.0
800000.0;300.0;3.0;8.0;3.0
1200000.0;420.0;6.0;6.0;5.0
2300000.0;400.0;5.0;4.0;7.0
1100000.0;200.0;3.0;3.0;4.0
1500000.0;420.0;5.0;4.0;6.0
350000.0;95.0;3.0;1.0;2.0
320000.0;75.0;2.0;1.0;2.0
300000.0;67.0;2.0;1.0;2.0
1150000.0;260.0;4.0;4.0;4.0
1200000.0;490.0;4.0;4.0;5.0
3200000.0;1577.0;10.0;8.0;10.0
920000.0;364.0;3.0;2.0;3.0
465000.0;85.0;2.0;2.0;3.0
2200000.0;450.0;6.0;4.0;8.0
250000.0;70.0;2.0;1.0;1.0
950000.0;200.0;3.0;3.0;4.0
750000.0;200.0;3.0;2.0;2.0
1350000.0;240.0;4.0;3.0;3.0
1800000.0;700.0;4.0;4.0;6.0
1600000.0;468.0;5.0;4.0;4.0
1272000.0;345.0;4.0;5.0;5.0
1400000.0;280.0;4.0;4.0;6.0
680000.0;187.0;4.0;6.0;6.0
1100000.0;410.0;5.0;7.0;6.0
2000000.0;320.0;5.0;3.0;8.0
530000.0;111.0;3.0;4.0;3.0
1300000.0;350.0;7.0;4.0;5.0
1200000.0;320.0;5.0;5.0;5.0
1200000.0;350.0;5.0;3.0;7.0
850000.0;270.0;4.0;4.0;5.0
1390000.0;315.0;4.0;6.0;6.0
2000000.0;500.0;4.0;3.0;4.0
580000.0;300.0;4.0;5.0;5.0
800000.0;200.0;4.0;2.0;3.0
3900000.0;576.0;4.0;6.0;5.0
300000.0;74.0;3.0;1.0;2.0
1900000.0;700.0;5.0;4.0;4.0
3000000.0;650.0;4.0;4.0;6.0
850000.0;276.0;4.0;4.0;1.0
1200000.0;300.0;3.0;3.0;4.0
2800000.0;500.0;4.0;6.0;7.0
850000.0;290.0;4.0;2.0;4.0
6500000.0;1000.0;6.0;4.0;8.0
260000.0;70.0;2.0;1.0;1.0
500000.0;215.0;3.0;2.0;3.0
330000.0;78.0;2.0;1.0;1.0
1250000.0;250.0;4.0;2.0;6.0
580000.0;170.0;3.0;2.0;1.0
650000.0;165.0;4.0;6.0;3.0
650000.0;149.0;2.0;2.0;1.0
1270000.0;280.0;3.0;2.0;4.0
18000000.0;1411.0;10.0;;12.0
900000.0;168.0;4.0;3.0;5.0
650000.0;275.0;3.0;4.0;2.0
290000.0;68.0;2.0;1.0;2.0
1350000.0;450.0;5.0;4.0;7.0
650000.0;147.0;3.0;2.0;3.0
550000.0;280.0;2.0;3.0;3.0
310000.0;68.0;2.0;1.0;2.0
700000.0;179.0;6.0;6.0;6.0
2400000.0;400.0;4.0;4.0;7.0
850000.0;167.0;4.0;3.0;4.0
700000.0;540.0;6.0;4.0;6.0
2500000.0;502.0;5.0;5.0;9.0
900000.0;184.0;3.0;2.0;3.0
1000000.0;173.0;3.0;4.0;4.0
2800000.0;470.0;4.0;4.0;6.0
2000000.0;337.0;4.0;2.0;6.0
850000.0;250.0;3.0;2.0;3.0
1100000.0;230.0;3.0;2.0;4.0
680000.0;230.0;3.0;1.0;4.0
650000.0;225.0;4.0;;4.0
565000.0;130.0;3.0;2.0;4.0
1000000.0;409.0;5.0;5.0;7.0
600000.0;280.0;6.0;3.0;6.0
330000.0;85.0;3.0;1.0;2.0
2200000.0;580.0;6.0;3.0;8.0
1650000.0;420.0;5.0;4.0;7.0
240000.0;60.0;2.0;1.0;1.0
1200000.0;290.0;3.0;4.0;5.0
1330000.0;240.0;4.0;4.0;4.0
1750000.0;360.0;4.0;2.0;6.0
280000.0;68.0;2.0;1.0;1.0
340000.0;80.0;2.0;1.0;2.0
1600000.0;280.0;3.0;2.0;2.0
400000.0;151.0;2.0;1.0;2.0
340000.0;97.0;4.0;1.0;2.0
350000.0;75.0;2.0;1.0;2.0
1550000.0;300.0;4.0;4.0;6.0
1000000.0;352.0;4.0;3.0;5.0
498000.0;95.0;3.0;2.0;2.0
1575000.0;420.0;4.0;6.0;3.0
4750000.0;2461.0;6.0;4.0;8.0
650000.0;395.0;4.0;3.0;2.0
600000.0;450.0;4.0;8.0;2.0
850000.0;168.0;4.0;4.0;1.0
1800000.0;390.0;4.0;4.0;5.0
1940000.0;257.0;4.0;4.0;5.0
800000.0;240.0;3.0;3.0;4.0
1360000.0;390.0;3.0;3.0;5.0
800000.0;400.0;3.0;4.0;3.0
260000.0;62.0;3.0;2.0;1.0
1500000.0;300.0;4.0;4.0;6.0
1600000.0;362.0;4.0;5.0;5.0
1670000.0;280.0;3.0;4.0;4.0
1300000.0;300.0;4.0;2.0;4.0
340000.0;56.0;2.0;;2.0
950000.0;721.0;4.0;4.0;4.0
320000.0;90.0;2.0;1.0;1.0
350000.0;76.0;2.0;1.0;1.0
1500000.0;280.0;4.0;2.0;7.0
449000.0;91.0;3.0;1.0;3.0
1600000.0;400.0;4.0;4.0;4.0
600000.0;196.0;5.0;3.0;4.0
2500000.0;420.0;5.0;4.0;7.0
600000.0;212.0;3.0;2.0;3.0
1100000.0;480.0;4.0;4.0;3.0
1400000.0;340.0;5.0;;4.0
550000.0;175.0;3.0;3.0;2.0
1300000.0;650.0;6.0;4.0;5.0
660000.0;220.0;3.0;1.0;4.0
650000.0;200.0;4.0;3.0;4.0
1899900.0;370.0;5.0;3.0;6.0
215000.0;58.0;2.0;1.0;1.0
550000.0;250.0;5.0;2.0;3.0
1250000.0;400.0;5.0;4.0;5.0
2200000.0;500.0;5.0;4.0;7.0
750000.0;167.0;3.0;2.0;3.0
1875000.0;288.0;4.0;4.0;6.0
750000.0;150.0;3.0;;3.0
670000.0;330.0;3.0;2.0;3.0
2150000.0;390.0;4.0;4.0;5.0
540000.0;154.0;3.0;1.0;2.0
320000.0;74.0;2.0;1.0;2.0
650000.0;300.0;4.0;5.0;4.0
1500000.0;408.0;6.0;5.0;7.0
1300000.0;215.0;3.0;6.0;4.0
340000.0;75.0;3.0;1.0;1.0
4900000.0;500.0;5.0;4.0;5.0
1850000.0;336.0;4.0;4.0;5.0
1280000.0;358.0;4.0;6.0;5.0
175000.0;50.0;2.0;1.0;1.0
1000000.0;280.0;4.0;4.0;2.0
3500000.0;850.0;6.0;4.0;8.0
436050.0;136.0;4.0;;2.0
1100000.0;280.0;4.0;7.0;3.0
750000.0;339.0;3.0;4.0;2.0
4000000.0;780.0;6.0;6.0;9.0
320000.0;75.0;3.0;1.0;1.0
3000000.0;750.0;5.0;6.0;7.0
500000.0;110.0;3.0;6.0;2.0
1220000.0;240.0;5.0;4.0;3.0
550000.0;598.0;3.0;1.0;2.0
295000.0;74.0;2.0;1.0;1.0
1300000.0;167.0;3.0;2.0;1.0
550000.0;360.0;3.0;3.0;2.0
1000000.0;410.0;5.0;10.0;6.0
1800000.0;480.0;6.0;6.0;6.0
3100000.0;380.0;3.0;4.0;4.0
1400000.0;400.0;5.0;4.0;6.0
690000.0;240.0;4.0;2.0;5.0
1700000.0;320.0;5.0;3.0;6.0
1350000.0;365.0;4.0;4.0;5.0
5250000.0;484.0;6.0;6.0;7.0
1800000.0;320.0;5.0;2.0;7.0
215000.0;58.0;2.0;1.0;1.0
680000.0;304.0;4.0;;2.0
1650000.0;500.0;4.0;2.0;4.0
850000.0;120.0;2.0;2.0;2.0
1500000.0;750.0;5.0;5.0;6.0
2500000.0;650.0;5.0;6.0;7.0
1290000.0;232.0;4.0;5.0;3.0
1290000.0;232.0;4.0;5.0;3.0
1050000.0;233.0;4.0;4.0;5.0
1300000.0;350.0;4.0;2.0;4.0
400000.0;200.0;3.0;1.0;1.0
1800000.0;381.0;4.0;4.0;4.0
1000000.0;360.0;4.0;3.0;3.0
700000.0;338.0;5.0;2.0;3.0
2100000.0;360.0;3.0;8.0;3.0
2500000.0;490.0;6.0;4.0;7.0
1850000.0;324.0;4.0;6.0;4.0
870000.0;400.0;3.0;4.0;5.0
650000.0;160.0;3.0;2.0;3.0
900000.0;160.0;4.0;4.0;5.0
1500000.0;290.0;4.0;6.0;4.0
350000.0;75.0;2.0;1.0;1.0
370000.0;90.0;3.0;1.0;1.0
1378000.0;288.0;4.0;4.0;6.0
1700000.0;700.0;4.0;5.0;6.0
1200000.0;250.0;3.0;4.0;4.0
980000.0;280.0;5.0;6.0;3.0
1250000.0;250.0;3.0;4.0;5.0
240000.0;78.0;3.0;1.0;1.0
795000.0;300.0;5.0;6.0;4.0
6500000.0;740.0;5.0;6.0;8.0
890000.0;334.0;5.0;8.0;6.0
11000000.0;750.0;6.0;3.0;7.0
2000000.0;400.0;4.0;6.0;6.0
220000.0;70.0;2.0;2.0;1.0
318000.0;74.0;3.0;1.0;1.0
1200000.0;250.0;5.0;2.0;4.0
1800000.0;360.0;4.0;4.0;3.0
280000.0;75.0;2.0;1.0;2.0
3800000.0;300.0;6.0;6.0;7.0
4000000.0;780.0;9.0;6.0;10.0
850000.0;183.0;3.0;2.0;4.0
1500000.0;200.0;3.0;3.0;3.0
299000.0;80.0;2.0;1.0;1.0
750000.0;142.0;3.0;2.0;3.0
18000000.0;818.0;10.0;10.0;12.0
1950000.0;900.0;6.0;4.0;7.0
2200000.0;335.0;4.0;4.0;5.0
550000.0;124.0;2.0;5.0;2.0
1700000.0;350.0;5.0;4.0;5.0
650000.0;118.0;4.0;2.0;2.0
215000.0;58.0;2.0;1.0;1.0
2500000.0;372.0;6.0;4.0;8.0
890000.0;335.0;5.0;10.0;7.0
1100000.0;500.0;4.0;4.0;5.0
16000000.0;818.0;10.0;;10.0
1100000.0;320.0;5.0;4.0;6.0
900000.0;334.0;5.0;10.0;2.0
1500000.0;280.0;4.0;4.0;6.0
1250000.0;180.0;3.0;4.0;4.0
800000.0;516.0;3.0;4.0;3.0
180000.0;100.0;2.0;1.0;1.0
1700000.0;230.0;5.0;4.0;6.0
3500000.0;480.0;5.0;4.0;7.0
630000.0;160.0;3.0;3.0;2.0
2500000.0;506.0;6.0;5.0;4.0
1060000.0;400.0;4.0;4.0;5.0
18000000.0;1411.0;10.0;12.0;13.0
1200000.0;401.0;6.0;4.0;6.0
1000000.0;220.0;5.0;6.0;3.0
1866000.0;300.0;3.0;3.0;4.0
2250000.0;400.0;4.0;6.0;6.0
880000.0;185.0;4.0;2.0;4.0
550000.0;200.0;4.0;3.0;3.0
1250000.0;390.0;3.0;3.0;4.0
5200000.0;850.0;7.0;8.0;10.0
1900000.0;450.0;5.0;4.0;7.0
460000.0;125.0;2.0;1.0;2.0
780000.0;310.0;3.0;;4.0
650000.0;300.0;5.0;4.0;4.0
850000.0;98.0;2.0;2.0;2.0
570000.0;180.0;4.0;3.0;2.0
3700000.0;500.0;7.0;;7.0
1300000.0;400.0;6.0;6.0;7.0
900000.0;650.0;5.0;10.0;7.0
4500000.0;750.0;5.0;4.0;5.0
1100000.0;220.0;5.0;3.0;4.0
500000.0;218.0;4.0;8.0;4.0
3200000.0;390.0;4.0;4.0;5.0
1800000.0;390.0;3.0;4.0;3.0
990000.0;167.0;5.0;4.0;5.0
900000.0;150.0;3.0;6.0;1.0
1100000.0;200.0;3.0;4.0;2.0
3600000.0;485.0;6.0;4.0;5.0
2450000.0;600.0;6.0;5.0;5.0
685000.0;180.0;3.0;1.0;3.0
1350000.0;351.0;4.0;6.0;5.0
850000.0;160.0;4.0;3.0;3.0
1700000.0;360.0;4.0;4.0;6.0
230000.0;65.0;2.0;1.0;1.0
3100000.0;1577.0;10.0;6.0;10.0
750000.0;420.0;4.0;4.0;2.0
850000.0;184.0;3.0;4.0;3.0
2450000.0;480.0;4.0;4.0;6.0
480000.0;92.0;3.0;1.0;2.0
1800000.0;480.0;5.0;4.0;6.0
930000.0;400.0;3.0;7.0;6.0
350000.0;70.0;2.0;1.0;2.0
2200000.0;300.0;4.0;4.0;4.0
210000.0;58.0;2.0;1.0;2.0
3800000.0;450.0;6.0;4.0;9.0
3100000.0;450.0;6.0;4.0;9.0
850000.0;230.0;4.0;6.0;3.0
1800000.0;430.0;4.0;6.0;6.0
1180000.0;350.0;4.0;8.0;3.0
1200000.0;380.0;5.0;4.0;5.0
650000.0;100.0;3.0;3.0;2.0
1800000.0;292.0;4.0;4.0;5.0
1000000.0;480.0;8.0;2.0;6.0
4300000.0;400.0;5.0;4.0;7.0
285000.0;60.0;2.0;1.0;2.0
1200000.0;290.0;4.0;4.0;4.0
750000.0;160.0;3.0;2.0;3.0
5500000.0;700.0;5.0;4.0;7.0
288000.0;71.0;3.0;1.0;2.0
800000.0;291.0;4.0;3.0;1.0
1500000.0;406.0;6.0;5.0;8.0
1500000.0;380.0;4.0;4.0;6.0
250000.0;58.0;2.0;1.0;1.0
800000.0;250.0;4.0;6.0;3.0
1600000.0;230.0;4.0;7.0;5.0
380000.0;70.0;2.0;2.0;2.0
600000.0;280.0;3.0;1.0;2.0
1200000.0;300.0;4.0;;4.0
1800000.0;350.0;3.0;4.0;5.0
950000.0;420.0;4.0;3.0;3.0
2000000.0;630.0;6.0;4.0;6.0
1100000.0;325.0;3.0;3.0;1.0
1200000.0;115.0;3.0;2.0;2.0
600000.0;120.0;3.0;2.0;3.0
1300000.0;380.0;3.0;6.0;3.0
1300000.0;300.0;5.0;2.0;3.0
1200000.0;400.0;4.0;6.0;3.0
1250000.0;420.0;3.0;4.0;2.0
1361000.0;1833.0;3.0;4.0;3.0
1843374.0;643.0;3.0;4.0;3.0
1050000.0;200.0;3.0;6.0;4.0
3200000.0;460.0;6.0;4.0;8.0
2200000.0;400.0;6.0;5.0;4.0
990000.0;378.0;4.0;8.0;4.0
450000.0;100.0;2.0;1.0;2.0
2200000.0;430.0;5.0;4.0;3.0
1900000.0;346.0;4.0;4.0;6.0
315000.0;68.0;3.0;1.0;4.0
1100000.0;250.0;3.0;4.0;4.0
1700000.0;450.0;6.0;3.0;7.0
3500000.0;476.0;5.0;4.0;7.0
870000.0;1050.0;3.0;6.0;5.0
1325000.0;240.0;5.0;4.0;2.0
2000000.0;380.0;5.0;3.0;4.0
2000000.0;450.0;5.0;4.0;5.0
290000.0;62.0;2.0;1.0;1.0
1500000.0;280.0;4.0;4.0;5.0
5500000.0;700.0;6.0;;8.0
3600000.0;800.0;5.0;9.0;7.0
800000.0;250.0;3.0;4.0;2.0
750000.0;300.0;4.0;5.0;4.0
240000.0;108.0;4.0;1.0;2.0
1500000.0;524.0;3.0;2.0;2.0
1400000.0;325.0;6.0;4.0;8.0
420000.0;168.0;2.0;2.0;1.0
901000.0;450.0;7.0;5.0;6.0
1800000.0;292.0;4.0;4.0;4.0
5000000.0;1100.0;6.0;4.0;8.0
1900000.0;420.0;4.0;2.0;4.0
750000.0;142.0;3.0;2.0;3.0
1200000.0;330.0;5.0;3.0;7.0
1430000.0;600.0;4.0;;6.0
3500000.0;420.0;5.0;4.0;7.0
1100000.0;290.0;4.0;3.0;4.0
2200000.0;1577.0;10.0;6.0;10.0
900000.0;400.0;7.0;4.0;8.0
1100000.0;200.0;3.0;1.0;1.0
1600000.0;500.0;7.0;5.0;7.0
3900000.0;576.0;4.0;6.0;6.0
1700000.0;360.0;4.0;3.0;3.0
1400000.0;600.0;4.0;4.0;5.0
710000.0;144.0;3.0;2.0;3.0
750000.0;263.0;5.0;3.0;5.0
1400000.0;277.0;3.0;4.0;2.0
1800000.0;450.0;5.0;4.0;4.0
1300000.0;274.0;3.0;;4.0
1500000.0;315.0;4.0;4.0;3.0
900000.0;409.0;8.0;2.0;5.0
420000.0;136.0;3.0;2.0;1.0
1950000.0;257.0;4.0;3.0;6.0
1200000.0;168.0;3.0;3.0;4.0
950000.0;220.0;5.0;5.0;5.0
4200000.0;400.0;4.0;8.0;5.0
1200000.0;260.0;4.0;2.0;6.0
2500000.0;575.0;6.0;4.0;4.0
720000.0;100.0;3.0;6.0;3.0
700000.0;215.0;4.0;2.0;2.0
5900000.0;700.0;6.0;4.0;7.0
1500000.0;210.0;5.0;3.0;2.0
430000.0;150.0;4.0;1.0;3.0
1700000.0;450.0;3.0;3.0;4.0
1300000.0;240.0;4.0;3.0;2.0
2000000.0;600.0;6.0;5.0;6.0
1400000.0;360.0;4.0;4.0;6.0
4999000.0;797.0;5.0;6.0;8.0
3800000.0;750.0;7.0;6.0;9.0
850000.0;320.0;3.0;1.0;3.0
800000.0;250.0;3.0;;4.0
830000.0;160.0;2.0;2.0;2.0
1350000.0;300.0;6.0;4.0;3.0
1950000.0;450.0;4.0;4.0;5.0
3800000.0;450.0;1.0;6.0;8.0
1300000.0;250.0;3.0;4.0;2.0
1500000.0;390.0;4.0;4.0;5.0
1100000.0;190.0;3.0;4.0;3.0
600000.0;158.0;4.0;4.0;3.0
1550000.0;440.0;6.0;6.0;7.0
850000.0;250.0;4.0;4.0;2.0
1800000.0;380.0;4.0;3.0;6.0
450000.0;90.0;3.0;1.0;2.0
250000.0;56.0;2.0;1.0;1.0
4500000.0;576.0;4.0;8.0;5.0
3500000.0;550.0;4.0;3.0;5.0
1800000.0;595.0;5.0;2.0;6.0
800000.0;180.0;5.0;4.0;2.0
880000.0;200.0;3.0;1.0;4.0
1200000.0;218.0;3.0;4.0;5.0
310000.0;82.0;2.0;1.0;1.0
1800000.0;700.0;4.0;4.0;9.0
2500000.0;450.0;9.0;5.0;8.0
1350000.0;246.0;3.0;4.0;2.0
800000.0;334.0;5.0;10.0;7.0
900000.0;360.0;4.0;2.0;5.0
850000.0;120.0;3.0;2.0;4.0
2800000.0;436.0;5.0;6.0;7.0
1000000.0;320.0;3.0;3.0;3.0
5000000.0;900.0;6.0;4.0;8.0
2200000.0;430.0;5.0;4.0;5.0
2400000.0;420.0;4.0;4.0;5.0
1600000.0;495.0;4.0;5.0;6.0
450000.0;85.0;2.0;2.0;2.0
400000.0;100.0;3.0;1.0;2.0
1800000.0;400.0;4.0;4.0;5.0
1100000.0;190.0;4.0;3.0;4.0
2500000.0;420.0;5.0;4.0;7.0
968000.0;444.0;6.0;3.0;7.0
8800000.0;1000.0;8.0;8.0;12.0
1000000.0;314.0;5.0;5.0;6.0
1700000.0;530.0;6.0;6.0;6.0
1100000.0;200.0;3.0;1.0;5.0
2200000.0;270.0;4.0;4.0;4.0
900000.0;334.0;5.0;10.0;2.0
2800000.0;400.0;5.0;4.0;8.0
2200000.0;420.0;4.0;4.0;6.0
590000.0;300.0;6.0;12.0;6.0
950000.0;216.0;4.0;4.0;4.0
1200000.0;230.0;4.0;4.0;2.0
1596000.0;300.0;4.0;;5.0
2700000.0;380.0;6.0;6.0;9.0
1800000.0;390.0;4.0;4.0;6.0
2300000.0;730.0;4.0;3.0;5.0
1000000.0;138.0;3.0;4.0;3.0
3500000.0;490.0;5.0;4.0;7.0
900000.0;212.0;4.0;4.0;3.0
240000.0;55.0;2.0;1.0;1.0
450000.0;202.0;2.0;2.0;2.0
900000.0;450.0;6.0;6.0;5.0
800000.0;270.0;5.0;5.0;2.0
999000.0;132.0;3.0;2.0;1.0
1000000.0;260.0;4.0;4.0;4.0
275000.0;70.0;2.0;1.0;2.0
2120000.0;257.0;4.0;2.0;6.0
600000.0;229.0;3.0;2.0;4.0
1200000.0;300.0;5.0;3.0;5.0
1800000.0;381.0;3.0;4.0;5.0
2500000.0;390.0;4.0;4.0;5.0
1500000.0;330.0;3.0;8.0;3.0
1200000.0;400.0;5.0;6.0;5.0
980000.0;180.0;3.0;2.0;3.0
2200000.0;403.0;4.0;4.0;6.0
450000.0;156.0;3.0;2.0;2.0
900000.0;366.0;4.0;2.0;4.0
1300000.0;140.0;3.0;3.0;2.0
220000.0;53.0;2.0;1.0;1.0
2600000.0;320.0;5.0;4.0;6.0
2000000.0;850.0;4.0;4.0;7.0
2250000.0;450.0;4.0;2.0;5.0
2000000.0;380.0;4.0;4.0;6.0
1200000.0;400.0;4.0;4.0;4.0
795000.0;335.0;5.0;10.0;7.0
1118000.0;219.0;4.0;4.0;3.0
2300000.0;680.0;5.0;6.0;7.0
1800000.0;262.0;4.0;4.0;4.0
250000.0;70.0;2.0;1.0;2.0
750000.0;200.0;3.0;10.0;3.0
1500000.0;267.0;3.0;3.0;5.0
449000.0;92.0;3.0;1.0;1.0
760500.0;350.0;7.0;;6.0
436050.0;135.0;4.0;;2.0
1200000.0;290.0;4.0;4.0;2.0
1800000.0;292.0;4.0;4.0;6.0
1100000.0;290.0;3.0;2.0;2.0
850000.0;184.0;4.0;3.0;4.0
2500000.0;544.0;4.0;2.0;5.0
3700000.0;430.0;4.0;4.0;6.0
950000.0;184.0;3.0;3.0;4.0
950000.0;184.0;3.0;3.0;4.0
270000.0;76.0;2.0;1.0;1.0
700000.0;550.0;4.0;5.0;1.0
800000.0;280.0;5.0;6.0;3.0
1490000.0;600.0;4.0;3.0;4.0
1500000.0;250.0;4.0;6.0;4.0
3300000.0;380.0;4.0;6.0;6.0
2200000.0;250.0;4.0;4.0;5.0
3200000.0;500.0;6.0;4.0;8.0
2200000.0;302.0;4.0;4.0;6.0
1500000.0;400.0;6.0;6.0;6.0
1000000.0;360.0;5.0;4.0;2.0
1800000.0;292.0;4.0;4.0;5.0
1380000.0;320.0;3.0;2.0;3.0
4000000.0;550.0;4.0;4.0;6.0
300000.0;60.0;1.0;1.0;1.0
3500000.0;513.0;4.0;4.0;7.0
