value;areas;bedrooms;spaces;bathrooms
1500000.0;240.0;4.0;4.0;4.0
1007000.0;220.0;4.0;3.0;2.0
900000.0;450.0;8.0;6.0;4.0
599000.0;195.0;5.0;3.0;4.0
4500000.0;750.0;8.0;4.0;9.0
180000.0;53.0;2.0;1.0;1.0
700000.0;167.0;3.0;1.0;3.0
3000000.0;400.0;5.0;6.0;10.0
1300000.0;280.0;5.0;4.0;6.0
1000000.0;180.0;4.0;2.0;2.0
3100000.0;650.0;5.0;4.0;7.0
840000.0;250.0;4.0;4.0;2.0
2200000.0;400.0;4.0;6.0;4.0
450000.0;250.0;5.0;3.0;3.0
750000.0;295.0;4.0;4.0;4.0
1900000.0;650.0;6.0;4.0;8.0
1700000.0;350.0;7.0;4.0;6.0
1100000.0;440.0;4.0;6.0;5.0
3800000.0;320.0;5.0;4.0;7.0
1200000.0;288.0;3.0;3.0;3.0
500000.0;100.0;3.0;1.0;2.0
1400000.0;458.0;4.0;4.0;5.0
295000.0;216.0;5.0;;2.0
680000.0;339.0;4.0;6.0;4.0
11500000.0;1200.0;6.0;6.0;8.0
2500000.0;505.0;4.0;6.0;7.0
1300000.0;980.0;5.0;5.0;3.0
500000.0;95.0;3.0;1.0;2.0
3500000.0;450.0;5.0;10.0;5.0
650000.0;245.0;3.0;2.0;1.0
1200000.0;270.0;3.0;3.0;4.0
2900000.0;320.0;4.0;4.0;6.0
360000.0;104.0;2.0;1.0;2.0
2800000.0;356.0;4.0;4.0;6.0
3200000.0;380.0;5.0;4.0;7.0
245000.0;60.0;2.0;1.0;1.0
1450000.0;230.0;3.0;2.0;4.0
800000.0;250.0;3.0;6.0;2.0
1990000.0;533.0;4.0;4.0;10.0
1700000.0;360.0;3.0;4.0;6.0
1700000.0;660.0;6.0;5.0;2.0
2800000.0;398.0;4.0;3.0;5.0
1050000.0;290.0;4.0;;5.0
3000000.0;350.0;4.0;4.0;6.0
225000.0;60.0;2.0;1.0;1.0
1200000.0;305.0;8.0;3.0;6.0
1100000.0;140.0;3.0;3.0;1.0
6500000.0;780.0;8.0;4.0;12.0
800000.0;114.0;3.0;1.0;3.0
2600000.0;580.0;6.0;10.0;8.0
1200000.0;300.0;4.0;3.0;1.0
520000.0;333.0;4.0;;4.0
770000.0;142.0;3.0;2.0;3.0
200000.0;58.0;2.0;1.0;1.0
1800000.0;460.0;4.0;3.0;5.0
300000.0;70.0;2.0;2.0;2.0
2000000.0;448.0;4.0;4.0;5.0
2500000.0;421.0;5.0;5.0;6.0
1480000.0;320.0;3.0;;4.0
1750000.0;350.0;5.0;2.0;5.0
9000000.0;1575.0;8.0;6.0;9.0
1100000.0;305.0;8.0;3.0;5.0
1500000.0;300.0;4.0;4.0;6.0
1950000.0;257.0;4.0;3.0;5.0
650000.0;120.0;3.0;1.0;3.0
750000.0;142.0;3.0;2.0;3.0
1200000.0;922.0;5.0;5.0;5.0
1000000.0;360.0;5.0;4.0;2.0
1850000.0;398.0;4.0;4.0;4.0
2100000.0;257.0;5.0;4.0;4.0
1200000.0;420.0;4.0;3.0;5.0
2100000.0;410.0;5.0;4.0;7.0
680000.0;87.0;3.0;2.0;2.0
1300000.0;329.0;4.0;3.0;4.0
1950000.0;257.0;4.0;4.0;5.0
1950000.0;900.0;6.0;4.0;7.0
436050.0;2502.0;4.0;;1.0
1200000.0;250.0;4.0;5.0;3.0
1200000.0;280.0;3.0;2.0;2.0
774000.0;150.0;2.0;2.0;2.0
1700000.0;450.0;5.0;2.0;6.0
4500000.0;600.0;4.0;6.0;6.0
6000000.0;590.0;9.0;5.0;10.0
1800000.0;292.0;4.0;4.0;4.0
1850000.0;460.0;4.0;6.0;5.0
1700000.0;3202.0;5.0;4.0;5.0
1750000.0;406.0;6.0;5.0;7.0
1800000.0;480.0;5.0;6.0;5.0
320000.0;86.0;2.0;1.0;1.0
1200000.0;250.0;4.0;5.0;3.0
900000.0;524.0;3.0;2.0;2.0
900000.0;167.0;6.0;5.0;6.0
2250000.0;360.0;4.0;3.0;5.0
770000.0;418.0;3.0;4.0;5.0
1490000.0;250.0;3.0;4.0;5.0
2000000.0;209.0;6.0;5.0;5.0
930000.0;180.0;4.0;2.0;4.0
1400000.0;224.0;4.0;;4.0
800000.0;480.0;3.0;8.0;2.0
850000.0;150.0;4.0;3.0;5.0
950000.0;480.0;3.0;2.0;2.0
2600000.0;490.0;5.0;4.0;6.0
2500000.0;400.0;5.0;4.0;6.0
1850000.0;398.0;4.0;2.0;6.0
1300000.0;247.0;3.0;3.0;4.0
1500000.0;480.0;4.0;4.0;6.0
2500000.0;475.0;6.0;4.0;5.0
1800000.0;720.0;4.0;4.0;6.0
700000.0;95.0;2.0;1.0;2.0
1800000.0;292.0;4.0;4.0;6.0
1650000.0;250.0;4.0;2.0;5.0
1250000.0;360.0;4.0;2.0;3.0
1100000.0;286.0;4.0;4.0;3.0
1730000.0;310.0;4.0;5.0;6.0
5000000.0;750.0;5.0;6.0;7.0
5500000.0;800.0;5.0;6.0;7.0
800000.0;250.0;4.0;4.0;2.0
2400000.0;489.0;5.0;4.0;7.0
2800000.0;820.0;5.0;6.0;7.0
900000.0;930.0;3.0;8.0;2.0
1850000.0;900.0;5.0;4.0;6.0
5700000.0;650.0;6.0;6.0;8.0
3000000.0;500.0;5.0;4.0;5.0
4452000.0;600.0;6.0;8.0;6.0
650000.0;250.0;4.0;3.0;2.0
2500000.0;400.0;4.0;4.0;5.0
2200000.0;200.0;5.0;3.0;5.0
550000.0;150.0;4.0;3.0;3.0
1400000.0;334.0;5.0;;6.0
3000000.0;577.0;10.0;10.0;13.0
2500000.0;380.0;4.0;4.0;5.0
800000.0;200.0;4.0;2.0;5.0
2200000.0;380.0;5.0;4.0;6.0
499000.0;100.0;1.0;6.0;3.0
3500000.0;450.0;6.0;4.0;8.0
1000000.0;173.0;3.0;4.0;1.0
4490000.0;700.0;6.0;6.0;8.0
980000.0;144.0;3.0;6.0;5.0
880000.0;185.0;4.0;2.0;4.0
5000000.0;1100.0;5.0;4.0;7.0
1500000.0;384.0;3.0;4.0;4.0
745000.0;180.0;5.0;2.0;4.0
2760000.0;420.0;4.0;4.0;7.0
1500000.0;168.0;4.0;3.0;5.0
1900000.0;480.0;4.0;4.0;3.0
2500000.0;390.0;5.0;4.0;6.0
930000.0;180.0;4.0;2.0;4.0
1400000.0;400.0;5.0;4.0;7.0
15000000.0;1560.0;6.0;8.0;8.0
420000.0;70.0;2.0;1.0;1.0
3700000.0;750.0;6.0;6.0;8.0
3700000.0;750.0;6.0;6.0;8.0
1500000.0;350.0;4.0;4.0;2.0
1800000.0;220.0;5.0;4.0;4.0
14000000.0;1200.0;6.0;8.0;8.0
1200000.0;287.0;5.0;4.0;5.0
320000.0;100.0;2.0;;3.0
2500000.0;520.0;5.0;3.0;7.0
17000000.0;1500.0;9.0;6.0;14.0
2800000.0;480.0;4.0;5.0;3.0
1500000.0;660.0;6.0;5.0;4.0
230000.0;75.0;2.0;;1.0
650000.0;107.0;2.0;1.0;3.0
1600000.0;400.0;5.0;5.0;5.0
7000000.0;400.0;5.0;4.0;7.0
3800000.0;614.0;5.0;4.0;7.0
1100000.0;219.0;4.0;4.0;4.0
3300000.0;780.0;6.0;6.0;8.0
2450000.0;390.0;4.0;3.0;5.0
1600000.0;5420.0;3.0;3.0;4.0
1800000.0;381.0;3.0;4.0;5.0
1500000.0;265.0;4.0;4.0;4.0
325000.0;70.0;2.0;1.0;1.0
18000000.0;1600.0;8.0;4.0;10.0
1800000.0;287.0;5.0;6.0;6.0
2200000.0;300.0;4.0;;5.0
2600000.0;700.0;4.0;4.0;5.0
5400000.0;380.0;3.0;4.0;3.0
1272000.0;280.0;3.0;4.0;3.0
1060000.0;138.0;3.0;3.0;3.0
17000000.0;1900.0;8.0;10.0;9.0
1900000.0;480.0;6.0;2.0;2.0
1255000.0;400.0;3.0;4.0;3.0
1800000.0;690.0;5.0;4.0;6.0
1500000.0;480.0;3.0;3.0;5.0
1600000.0;280.0;5.0;4.0;5.0
1000000.0;300.0;10.0;2.0;8.0
1500000.0;515.0;5.0;4.0;4.0
270000.0;65.0;2.0;1.0;2.0
3850000.0;650.0;7.0;6.0;9.0
880000.0;185.0;4.0;2.0;4.0
2000000.0;518.0;4.0;4.0;4.0
2500000.0;500.0;6.0;3.0;7.0
2500000.0;400.0;4.0;4.0;5.0
3300000.0;480.0;5.0;4.0;7.0
610000.0;100.0;3.0;3.0;5.0
1980000.0;600.0;4.0;4.0;4.0
1700000.0;394.0;4.0;4.0;7.0
2000000.0;450.0;5.0;4.0;7.0
550000.0;112.0;4.0;3.0;3.0
1800000.0;324.0;5.0;4.0;4.0
1100000.0;290.0;3.0;2.0;3.0
600000.0;180.0;3.0;2.0;1.0
12000000.0;800.0;6.0;6.0;8.0
1700000.0;600.0;7.0;4.0;6.0
1800000.0;525.0;4.0;4.0;5.0
800000.0;240.0;4.0;3.0;4.0
965000.0;197.0;3.0;2.0;3.0
2100000.0;440.0;5.0;5.0;4.0
1000000.0;190.0;2.0;4.0;3.0
4000000.0;750.0;5.0;4.0;6.0
1500000.0;265.0;4.0;4.0;4.0
1700000.0;365.0;6.0;3.0;5.0
225000.0;58.0;2.0;1.0;1.0
2500000.0;420.0;4.0;3.0;5.0
3900000.0;576.0;4.0;8.0;5.0
1200000.0;250.0;3.0;2.0;3.0
1550000.0;685.0;6.0;2.0;8.0
480000.0;80.0;2.0;3.0;2.0
1500000.0;408.0;6.0;5.0;7.0
1300000.0;211.0;4.0;7.0;3.0
2670000.0;670.0;4.0;5.0;3.0
2800000.0;390.0;5.0;4.0;6.0
2100000.0;350.0;6.0;6.0;6.0
1400000.0;450.0;4.0;4.0;5.0
4500000.0;405.0;4.0;4.0;6.0
6000000.0;1250.0;6.0;6.0;8.0
2500000.0;1500.0;10.0;8.0;11.0
1575000.0;420.0;4.0;6.0;4.0
3000000.0;500.0;4.0;2.0;6.0
650000.0;135.0;3.0;1.0;3.0
1200000.0;300.0;5.0;3.0;1.0
2000000.0;504.0;4.0;4.0;6.0
1600000.0;420.0;5.0;4.0;6.0
1050000.0;480.0;4.0;6.0;4.0
2400000.0;400.0;5.0;4.0;7.0
4500000.0;700.0;4.0;5.0;4.0
14000000.0;1620.0;8.0;10.0;10.0
225000.0;50.0;2.0;1.0;1.0
580000.0;320.0;2.0;4.0;2.0
660000.0;232.0;6.0;3.0;4.0
6000000.0;782.0;5.0;6.0;7.0
1500000.0;387.0;4.0;4.0;5.0
3400000.0;475.0;5.0;4.0;6.0
7900000.0;470.0;6.0;5.0;7.0
1300000.0;489.0;6.0;5.0;5.0
1400000.0;260.0;3.0;2.0;4.0
1199000.0;320.0;5.0;5.0;5.0
3500000.0;450.0;6.0;4.0;8.0
1500000.0;400.0;4.0;6.0;5.0
3500000.0;901.0;7.0;;7.0
1499900.0;370.0;5.0;;7.0
550000.0;142.0;3.0;1.0;1.0
1700000.0;360.0;4.0;4.0;2.0
2200000.0;400.0;4.0;4.0;5.0
6000000.0;680.0;5.0;6.0;7.0
240000.0;54.0;2.0;1.0;1.0
476500.0;135.0;4.0;;1.0
1300000.0;250.0;3.0;10.0;4.0
650000.0;350.0;2.0;3.0;1.0
6000000.0;782.0;5.0;6.0;8.0
1280000.0;200.0;4.0;2.0;4.0
1100000.0;137.0;3.0;2.0;2.0
1600000.0;250.0;3.0;4.0;4.0
2000000.0;490.0;5.0;4.0;7.0
8900000.0;1000.0;8.0;8.0;10.0
1431000.0;360.0;5.0;2.0;6.0
1800000.0;292.0;6.0;4.0;5.0
1800000.0;381.0;3.0;4.0;3.0
22000000.0;700.0;8.0;4.0;6.0
4900000.0;1000.0;10.0;8.0;10.0
750000.0;200.0;3.0;2.0;4.0
3000000.0;700.0;4.0;4.0;5.0
3450000.0;500.0;4.0;5.0;5.0
3200000.0;350.0;4.0;4.0;4.0
4500000.0;650.0;6.0;4.0;8.0
700000.0;100.0;3.0;;2.0
750000.0;180.0;3.0;2.0;3.0
1500000.0;350.0;4.0;10.0;6.0
1200000.0;250.0;5.0;5.0;5.0
1500000.0;239.0;4.0;2.0;3.0
1900000.0;319.0;4.0;4.0;6.0
1800000.0;430.0;4.0;4.0;3.0
2500000.0;490.0;4.0;4.0;5.0
1350000.0;400.0;4.0;3.0;2.0
5000000.0;420.0;6.0;4.0;8.0
2800000.0;390.0;5.0;4.0;6.0
850000.0;507.0;4.0;7.0;9.0
1400000.0;325.0;5.0;5.0;4.0
1000000.0;184.0;3.0;3.0;4.0
3500000.0;319.0;5.0;4.0;6.0
5900000.0;650.0;8.0;6.0;9.0
1500000.0;406.0;3.0;5.0;1.0
2700000.0;340.0;5.0;4.0;6.0
8000000.0;750.0;7.0;4.0;9.0
4400000.0;556.0;6.0;4.0;7.0
1100000.0;400.0;4.0;6.0;3.0
2500000.0;416.0;5.0;8.0;5.0
900000.0;180.0;3.0;2.0;1.0
600000.0;150.0;4.0;5.0;4.0
1100000.0;214.0;5.0;5.0;5.0
18000000.0;1606.0;8.0;8.0;10.0
4000000.0;590.0;6.0;4.0;8.0
2200000.0;320.0;4.0;5.0;4.0
4200000.0;420.0;6.0;4.0;7.0
3500000.0;550.0;8.0;10.0;9.0
1850000.0;300.0;4.0;4.0;6.0
1290000.0;400.0;5.0;6.0;7.0
1500000.0;518.0;4.0;4.0;6.0
2800000.0;420.0;5.0;4.0;6.0
4500000.0;576.0;4.0;6.0;5.0
2500000.0;640.0;7.0;5.0;5.0
1500000.0;281.0;5.0;4.0;5.0
2800000.0;418.0;5.0;4.0;6.0
2500000.0;340.0;4.0;5.0;5.0
3000000.0;360.0;5.0;4.0;5.0
475000.0;51.0;2.0;1.0;2.0
1800000.0;380.0;4.0;6.0;6.0
2500000.0;380.0;5.0;4.0;6.0
470000.0;96.0;5.0;2.0;1.0
2000000.0;360.0;4.0;4.0;6.0
3200000.0;380.0;5.0;4.0;6.0
750000.0;126.0;2.0;2.0;4.0
2200000.0;650.0;5.0;4.0;7.0
3000000.0;760.0;4.0;1.0;8.0
15000000.0;690.0;9.0;6.0;10.0
1540000.0;450.0;6.0;8.0;5.0
1500000.0;450.0;4.0;;1.0
16500000.0;502.0;4.0;4.0;6.0
1000000.0;184.0;3.0;3.0;4.0
1100000.0;480.0;4.0;;4.0
1050000.0;480.0;4.0;6.0;1.0
2900000.0;600.0;4.0;4.0;4.0
1600000.0;264.0;4.0;;3.0
3700000.0;750.0;6.0;6.0;10.0
1500000.0;394.0;3.0;6.0;5.0
1500000.0;245.0;3.0;1.0;4.0
1500000.0;300.0;4.0;4.0;5.0
999000.0;635.0;10.0;2.0;12.0
795000.0;150.0;4.0;3.0;5.0
950000.0;184.0;3.0;3.0;2.0
2698000.0;371.0;5.0;4.0;7.0
1800000.0;450.0;3.0;4.0;3.0
3200000.0;460.0;5.0;4.0;6.0
1050000.0;390.0;8.0;3.0;6.0
1500000.0;535.0;3.0;4.0;6.0
450000.0;80.0;3.0;3.0;1.0
2100000.0;480.0;5.0;4.0;6.0
900000.0;268.0;4.0;2.0;4.0
16000000.0;818.0;10.0;12.0;15.0
2300000.0;455.0;6.0;5.0;6.0
1950000.0;487.0;5.0;10.0;5.0
600000.0;250.0;4.0;2.0;1.0
1500000.0;240.0;4.0;10.0;4.0
3000000.0;320.0;4.0;3.0;3.0
2300000.0;750.0;9.0;6.0;12.0
2500000.0;450.0;4.0;4.0;4.0
2350000.0;500.0;4.0;7.0;2.0
950000.0;310.0;7.0;3.0;8.0
2500000.0;720.0;5.0;4.0;7.0
1900000.0;380.0;3.0;4.0;4.0
3700000.0;420.0;5.0;4.0;6.0
436050.0;135.0;4.0;;1.0
1980000.0;600.0;4.0;5.0;8.0
1300000.0;250.0;4.0;3.0;4.0
520000.0;120.0;3.0;1.0;2.0
18000000.0;818.0;10.0;5.0;14.0
1350000.0;250.0;3.0;2.0;2.0
3300000.0;514.0;6.0;6.0;7.0
3500000.0;380.0;4.0;4.0;6.0
1600000.0;280.0;4.0;;4.0
950000.0;180.0;3.0;3.0;3.0
1500000.0;500.0;4.0;8.0;6.0
955000.0;220.0;4.0;;4.0
650000.0;400.0;4.0;8.0;3.0
